sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd,ma_ngoai_ngu
1018591,,5.25,,,,,3.75,6.5,,
1018592,7.8,,,8.5,8.75,,,,,
1018593,4.2,8.5,6.6,,,,8.0,,,N1
1018594,,8.75,,,,,,,,
1018595,8.2,7.5,8.0,,,,,,,N1
1018596,7.8,9.25,8.2,,,,,,,N1
1018597,,8.0,6.2,,,,8.25,,,N1
1018598,7.2,8.0,5.8,,,,7.75,,,N1
1018599,2.6,3.25,,,,,5.25,7.0,,
1018600,3.2,8.75,,,,,5.75,6.0,,
1018602,6.8,8.5,7.4,,,,,,,N1
1018603,8.2,8.0,7.2,,,,,,,N1
1018604,7.6,7.0,5.6,,,,,,,N1
1018605,,7.75,,,,,6.0,7.25,7.75,
1018606,3.2,6.75,,,,,5.75,6.0,,
1018607,,5.5,,,,,4.75,7.5,7.25,
1018608,,7.5,,,,,5.5,5.75,,
1018609,7.8,7.25,,,,,10.0,9.75,,
1018610,,6.25,,,,,4.5,7.75,,
1018611,,7.25,,,,,4.25,4.25,,
1018612,4.4,8.25,,,,,,,,
1018614,6.0,7.5,5.2,,,,7.25,8.0,7.5,N1
1018615,,5.25,,,,,6.0,7.75,7.75,
1018616,7.8,9.0,8.4,,,,8.25,8.0,8.75,N1
1018617,,6.25,,,,,5.5,6.5,,
1018618,,4.5,,,,,3.75,7.75,,
1018619,,2.5,,,,,4.75,5.5,,
1018622,,9.0,,,,,,,,
1018623,,9.0,,,,,9.25,9.75,8.25,
1018624,6.8,8.0,7.4,,,,,,,N1
1018626,,8.5,,,,,6.25,7.5,,
1018627,6.2,7.75,8.0,,,,,,,N1
1018628,,7.0,,,,,8.5,8.75,,
1018629,,7.25,,,,,7.75,7.25,,
1018630,7.6,9.25,6.2,,,,,,,N1
1018631,7.8,8.75,7.4,,,,,,,N1
1018632,7.8,8.5,,,,,4.25,7.0,8.25,
1018633,,6.25,,,,,6.25,7.25,,
1018634,7.4,9.25,7.6,,,,9.25,,,N1
1018635,,5.5,,,,,6.0,7.0,7.5,
1018638,,6.5,,,,,,,,
1018639,3.4,3.5,,,,,8.0,7.75,8.75,
1018641,,5.25,,,,,8.5,9.25,10.0,
1018642,,6.0,,,,,4.5,4.5,,
1018643,,5.0,,,,,3.5,5.0,7.25,
1018644,,8.5,,,,,7.0,8.0,,
1018645,,1.25,,,,,7.0,6.5,8.5,
1018646,8.2,8.75,8.6,,,,,,,N1
1018647,7.2,9.0,4.6,,,,6.25,7.5,8.75,N1
1018648,7.6,,6.8,6.75,3.0,,,,,N1
1018649,7.0,7.75,7.8,,,,,,,N4
1018650,7.6,,,,,,,,,
1018651,,8.0,,,,,8.25,8.5,8.0,
1018652,,8.75,,,,,10.0,9.25,,
1018653,7.4,8.75,5.6,,,,,,,N1
1018655,7.6,8.5,6.2,,,,5.5,,,N1
1018656,,8.75,9.2,,,,8.5,5.75,9.5,N1
1018657,8.2,8.75,6.6,,,,8.5,,,N1
1018658,8.4,9.5,8.4,,,,,,,N1
1018659,7.8,9.0,7.0,,,,,,,N1
1018662,7.0,7.5,6.6,,,,,,,N1
1018663,7.6,8.5,6.0,,,,,,,N1
1018664,7.6,8.25,5.8,,,,,,,N1
1018665,8.2,8.5,7.2,,,,,,,N1
1018666,,8.0,,,,,7.25,7.0,,
1018667,2.4,,,3.0,3.5,,,,,
1018668,8.0,7.5,6.6,,,,,,,N1
1018669,,6.75,,,,,8.75,7.0,,
1018670,7.4,,7.0,5.25,4.0,,,,,N1
1018671,5.6,,,1.5,3.75,,,,,
1018672,,7.5,,,,,3.75,7.0,,
1018673,,6.25,,,,,4.75,6.75,,
1018674,5.6,6.75,,,,,6.75,8.0,8.25,
1018675,,6.5,,,,,8.0,7.75,9.5,
1018676,6.8,8.5,7.6,,,,6.75,7.75,,N1
1018677,8.0,,,,2.5,0.0,,,,
1018678,6.6,7.75,5.4,,,,,,,N1
1018679,9.2,7.75,8.0,7.0,,,,,,N1
1018680,,6.75,,,,,5.25,5.75,,
1018681,6.4,8.25,4.6,,,,,,,N1
1018682,,8.25,,,,,9.25,8.75,8.25,
1018683,8.6,8.25,,6.5,7.25,7.5,,,,
1018684,,6.25,,,,,5.75,7.0,,
1018685,,7.0,,,,,7.25,7.5,,
1018687,,5.75,,,,,4.0,5.5,7.75,
1018688,,5.25,,,,,5.5,7.75,7.5,
1018689,,6.0,,,,,3.0,5.5,,
1018690,,8.0,,,,,6.0,7.75,,
1018691,7.2,6.0,3.0,,,,5.0,6.0,8.25,N1
1018692,,2.75,,,,,4.5,5.75,,
1018693,3.6,5.75,,,,,4.0,7.25,7.0,
1018694,,8.25,,,,,6.75,8.75,,
1018695,,4.0,,,,,4.75,5.0,,
1018696,8.2,8.25,5.8,,,,,,,N1
1018697,,5.5,,,,,4.0,4.0,,
1018698,,5.25,,,,,5.0,7.25,8.5,
1018699,7.6,,,,6.5,8.25,,,,
1018700,,3.25,,,,,5.25,8.25,8.0,
1018701,,4.0,,,,,5.5,5.5,,
1018703,8.2,7.5,6.4,,,,,,,N1
1018704,8.0,,,4.75,5.25,,,,,
1018705,8.6,,,,8.0,7.25,,,,
1018706,,2.5,,,,,2.25,3.75,,
1018708,5.4,7.0,,,,,5.5,7.0,,
1018709,6.8,,,,7.0,6.75,,,,
1018710,7.6,7.75,7.6,,,,,,,N1
1018711,8.2,,,5.75,4.75,6.0,,,,
1018713,9.0,,,,9.25,9.5,,,,
1018714,,8.5,9.2,,,,8.25,8.75,9.0,N1
1018715,8.4,9.25,8.6,,,,,,,N1
1018716,4.2,4.0,,,,,7.25,7.5,7.25,
1018717,,6.75,,,,,3.5,6.25,,
1018718,,6.5,,,,,8.0,8.5,,
1018719,6.6,7.5,7.4,,,,,,,N1
1018720,,6.75,,,,,5.25,7.25,,
1018721,8.4,9.25,6.2,,,,,,,N1
1018722,7.4,9.25,6.6,,,,8.75,9.0,9.25,N1
1018723,8.6,9.0,8.0,,,,,,,N1
1018724,,5.75,,,,,4.25,4.25,7.75,
1018725,,8.5,,,,,,,,
1039585,6.8,,,5.5,5.0,,,,,
1039586,8.4,6.75,5.6,,,,,,,N1
1039588,,8.5,7.0,,,,,8.75,,N1
1039589,8.2,8.75,6.8,,,,,,,N1
1039590,,8.75,,,,,9.5,9.25,8.5,
1039592,,8.5,,,,,9.5,9.25,,
1039593,,4.75,,,,,6.0,6.75,,
1039594,7.2,,,5.75,4.75,,,,,
1039595,8.2,9.5,7.4,,,,,,,N1
1039596,2.4,2.25,2.2,,,,4.75,5.0,6.5,N1
1039597,7.4,8.25,5.2,,,,5.0,6.75,8.5,N1
1039598,6.0,8.75,3.4,,,,,,,N1
1039599,7.8,,5.4,7.5,,,,,,N1
1039600,,3.25,3.0,,,,,,,N1
1039601,3.8,3.75,,,,,3.75,3.5,,
1039602,4.6,7.0,,,,,9.25,8.5,9.25,
1039604,5.4,8.0,6.6,,,,8.0,7.0,9.0,N1
1039605,7.0,9.0,5.2,,,,,,,N1
1039606,5.2,8.25,3.4,,,,,6.25,,N1
1039607,3.2,5.0,7.0,,,,3.0,5.25,5.25,N7
1039608,8.6,8.75,6.8,,,,,,,N1
1039610,5.4,6.0,5.8,,,,6.75,7.75,8.0,N1
1039611,8.2,9.25,7.0,,,,,,,N1
1039612,4.6,7.0,2.8,,,,,,,N1
1039613,,7.5,,,,,8.0,8.5,7.75,
1039616,,3.5,,,,,4.0,3.0,6.75,
1039619,7.4,9.0,6.4,,,,,,,N1
1039620,8.2,8.5,6.0,,,,9.0,7.75,8.75,N1
1039621,7.8,9.0,,,,,7.25,7.0,9.25,
1039622,5.4,,3.6,2.0,4.25,,,,,N1
1039623,7.2,,,3.0,5.5,,,,,
1039624,8.6,,7.6,9.0,,,,,,N1
1039625,8.4,8.75,6.2,,,,,,,N1
1039626,6.4,8.5,7.0,,,,,,,N1
1039627,,8.5,,,,,,,,
1039628,,5.0,,,,,5.5,6.5,,
1039629,7.8,7.75,5.8,,,,,,,N1
1039630,7.0,8.0,3.4,,,,4.5,3.25,,N1
1039632,,5.75,,,,,5.25,8.0,,
1039633,8.2,8.25,7.8,,,,,,,N1
1039634,1.8,6.25,3.0,,,,4.75,5.75,6.0,N1
1039635,6.8,8.0,8.8,,,,,,,N1
1039636,8.2,,,4.75,3.5,,,,,
1039637,,8.5,,,,,8.25,6.75,,
1039638,8.6,,8.6,9.5,,,,,,N1
1039639,8.8,8.5,8.0,,,,,,,N1
1039640,,6.5,,,,,5.25,7.0,,
1039641,,6.5,,,,,7.75,7.5,,
1039642,,8.0,,,,,,,,
1039643,,8.5,,,,,9.25,8.25,,
1039644,,5.75,,,,,5.25,6.25,,
1039645,,5.25,,,,,7.25,7.75,,
1039647,,7.0,,,,,7.25,8.75,8.5,
1039648,,6.75,,,,,8.25,8.0,,
1039649,3.0,4.0,,,,,4.25,5.75,,
1039650,8.6,,7.6,8.5,2.5,2.75,,,,N1
1039651,,8.75,,,,,,,,
1039652,8.2,7.75,3.2,,,,,,,N1
1039653,2.8,7.0,4.6,,,,,,,N4
1039654,,4.25,,,,,4.25,5.75,,
1039655,4.2,,,4.25,1.75,,,,,
1039656,8.4,8.75,7.4,,,,6.25,,,N1
1039657,,5.5,,,,,5.25,7.25,,
1039658,,7.25,,,,,5.25,8.0,,
1039659,7.8,,6.0,7.0,,,,,,N1
1039660,,8.25,,,,,6.75,8.5,,
1039661,,6.75,,,,,8.0,8.25,,
1039662,,6.75,,,,,6.75,8.25,,
1039663,8.2,6.75,3.8,6.5,5.0,,,,,N1
1039664,,2.75,,,,,4.0,3.75,6.0,
1039666,8.6,9.25,6.6,,,,,,,N1
1039667,4.4,7.5,,,,,6.5,,,
1039668,8.8,,,8.0,7.0,,,,,
1039670,6.2,7.0,8.4,,,,,,,N1
1039671,6.6,7.5,4.8,,,,,,,N1
1039673,7.6,7.0,7.0,,,,,,,N1
1039674,8.4,,7.8,,8.5,,,,,N1
1039675,7.6,8.0,7.0,,,,4.75,6.75,6.75,N1
1039676,2.2,2.25,,,,,2.75,4.25,,
1039677,8.2,7.25,7.4,,,,,,,N1
1039678,6.8,7.75,,,,,,,,
1039679,,3.25,,,,,6.75,6.75,,
1039680,7.6,,,,,,,,,
1039681,,,,,,,6.0,7.0,9.0,
1039682,7.0,,,6.0,6.0,,,,,
1039683,4.6,4.75,,5.5,4.75,,,,,
1039684,,5.0,,,,,5.75,5.75,,
1039685,7.0,7.0,,3.0,,,,,,
1039686,,8.75,,,,,6.0,7.75,,
1039687,3.2,2.5,,2.75,2.75,4.5,,,,
1039688,,7.25,,,,,8.0,6.75,9.75,
1039689,7.4,,,5.25,7.5,,,,,
1039690,8.4,,7.8,8.25,,,,,,N1
1039691,8.6,9.25,6.8,,,,,,,N1
1039692,,8.25,,,,,,6.5,9.5,
1039695,,9.0,,,,,,,,
1039696,,9.0,,,,,8.75,8.75,,
1039697,,7.25,,,,,,,,
1039698,7.8,6.5,8.2,,,,4.25,4.25,8.0,N1
1039699,,8.25,,,,,8.25,7.75,8.25,
1039700,7.4,7.75,6.4,,,,7.5,8.0,7.5,N1
1039701,1.6,1.5,,,,,3.0,6.0,,
1039703,3.8,,,1.0,3.25,4.25,,,,
1039704,8.8,9.0,7.6,,,,,,,N1
1039705,8.4,9.25,7.8,,,,,,,N1
1039706,7.2,,4.6,3.25,,,,,,N1
1039707,8.4,9.0,8.6,,,,,,,N1
1039708,,8.5,,,,,9.0,8.75,7.5,
1039709,7.8,6.25,,6.25,4.5,4.25,,,,
1039711,7.4,8.5,7.0,,,,,,,N1
1039713,8.0,7.75,6.4,,,,3.75,7.5,,N1
1039714,,,,,,,5.75,4.0,8.25,
1039715,8.0,6.5,6.8,7.0,2.75,5.0,,,,N1
1039716,8.6,,5.6,7.25,4.5,5.75,,,,N1
1039717,,6.5,,,,,7.5,7.25,,
1039718,6.6,7.0,3.2,,,,,,,N1
1039719,7.2,7.75,7.0,,,,,,,N1
1039720,6.6,8.25,7.4,,,,9.0,,,N4
1039722,7.8,8.5,8.0,,,,,,,N1
1039723,6.2,6.75,4.6,,,,,,,N1
1039724,,8.75,,,,,9.0,9.25,,
1039725,8.6,,6.8,8.25,,,,,,N1
1039726,,5.5,,,,,5.25,7.5,,
1039727,7.0,7.25,5.4,3.5,3.75,5.75,,,,N1
1039728,9.0,,,8.25,8.0,2.75,,,,
1039729,7.6,7.5,4.2,,,,,,,N1
1039730,,7.5,4.4,,,,5.0,6.0,,N1
1039731,6.4,9.25,5.4,,,,,,,N1
1039732,7.4,7.5,6.6,,,,,,,N1
1039733,8.6,9.0,8.6,5.5,4.75,6.25,,,,N1
1039735,,5.75,,,,,2.25,4.5,6.5,
1039736,,5.5,,,,,5.25,7.0,,
1039737,8.0,6.5,4.0,7.0,7.0,4.25,,,,N1
1039738,9.0,,,,6.75,7.0,,,,
1039739,5.0,7.5,5.0,,,,,,,N1
1039740,,5.75,,,,,7.5,8.75,8.75,
1039741,7.2,8.25,6.6,,,,7.0,0.0,0.0,N1
1039742,8.0,6.75,5.2,,,,,,,N1
1039744,6.4,8.75,,,,,,,,
1039745,3.0,2.5,,,,,2.75,3.0,,
1039746,7.8,8.75,6.0,,,,,,,N1
1039747,,1.75,,,,,3.0,3.75,8.5,
1039748,7.2,,,,,,,,,
1039750,,5.75,,,,,5.5,7.5,,
1039751,,5.75,,,,,6.0,7.5,9.0,
1039752,5.2,,,,,,,6.5,9.25,
1039753,,7.0,,,,,4.75,6.0,,
1039754,7.4,9.5,7.4,,,,,,,N1
1039755,6.6,6.5,5.2,3.25,,,,,,N1
1039756,,6.75,,,,,7.0,5.75,8.5,
1039759,,,,,,,2.25,4.75,1.75,
1039761,8.2,,,6.75,,,,,,
1039762,,6.25,,,,,5.5,8.0,,
1039763,5.2,7.25,,,,,4.5,5.0,,
1039764,6.4,7.25,4.6,,,,5.5,5.5,6.75,N1
1039765,7.2,7.0,6.8,,,,,,,N1
1039766,7.0,8.25,5.4,,,,,,,N1
1039767,7.8,8.25,6.6,6.25,4.5,4.75,,,,N1
1039769,8.0,7.75,,,,,6.75,8.5,,
1039770,6.2,,,,,,5.0,6.25,,
1039771,8.2,9.25,8.4,,,,8.25,8.0,,N1
1039772,7.6,7.5,3.8,,,,,,,N1
1039773,8.2,6.25,2.4,,,,,,,N1
1039774,8.8,6.5,,7.5,6.75,,,,,
1039775,,1.25,,,,,2.25,2.5,,
1039776,2.0,1.25,,,,,4.0,3.0,,
1039777,8.4,,6.0,5.75,,,,,,N1
1039778,7.8,,,7.25,7.0,5.0,,,,
1039779,,2.75,,,,,3.25,2.75,,
1039780,7.6,8.0,5.0,,,,,,,N1
1039781,6.8,8.5,8.0,,,,,,,N4
1039782,7.6,9.25,6.0,,,,,,,N1
1039783,8.4,7.0,4.4,,,,,,,N1
1039784,7.8,,,6.5,3.5,,,,,
1039785,6.4,5.0,2.0,4.75,4.0,4.25,,,,N1
1039786,7.4,,7.2,9.0,,,,,,N1
1039787,2.6,1.75,,,,,3.75,,,
1039788,,3.25,,,,,5.25,7.5,8.25,
1039789,,5.5,,,,,3.75,5.0,5.5,
1039790,,,,,,,5.25,7.25,8.25,
1039791,7.8,,8.2,7.75,1.75,1.5,,,,N1
1039792,8.4,,,,,,,,,
1039793,6.2,,3.8,4.25,,,,,,N1
1039794,,7.5,,,,,8.0,8.25,,
1039795,7.6,7.75,8.0,,,,,,,N1
1039796,,,,,,,3.0,3.75,5.25,
1039797,8.2,,,8.0,8.0,,,,,
1039798,8.2,8.5,5.4,,,,,,,N1
1039799,7.0,7.5,3.2,,,,,,,N1
1039800,8.4,9.25,6.8,7.75,,,,,,N1
1039801,7.8,,,7.0,7.0,7.25,,,,
1039802,6.8,,,3.25,6.25,,,,,
1039803,8.0,,,7.25,7.25,,,,,
1039804,6.6,7.25,3.2,,,,7.25,8.5,,N1
1039805,5.4,9.0,6.2,,,,,,,N1
1039807,,,,5.75,4.75,5.0,,,,
1039808,7.0,7.0,,,,,4.75,,8.75,
1039809,,7.5,,,,,9.75,9.75,,
1039810,7.4,7.75,,,,,9.0,8.75,8.0,
1039811,7.6,7.0,,,,,,,,
1039812,6.6,9.0,5.2,,,,,,,N1
1039814,8.4,6.0,4.8,,,,,,,N1
1039815,,7.75,,,,,9.0,9.5,,
1039816,,9.0,6.2,,,,6.25,7.25,9.0,N1
1039817,7.0,9.0,4.6,,,,,,,N1
1039818,7.6,7.75,7.2,,,,,,,N1
1039819,6.0,6.75,,,,,,,,
1039820,7.4,8.75,6.4,,,,4.75,8.5,7.5,N1
1039821,8.2,8.0,2.6,7.5,3.25,,,,,N1
1039822,8.2,9.25,8.2,,,,,,,N1
1039823,8.4,7.75,6.8,,,,,,,N1
1039824,8.6,8.5,8.0,,,,,,,N1
1039825,7.2,7.5,5.6,,,,7.25,7.25,8.25,N1
1039826,7.2,8.5,6.0,,,,,,,N1
1039828,,8.0,,,,,9.25,7.75,,
1039829,8.0,5.5,5.2,6.25,,,,,,N1
1039830,5.2,,,2.0,3.5,,,,,
1039831,3.2,7.5,,,,,8.25,,,
1039832,,9.0,,,,,9.5,9.5,,
1039833,,4.5,,,,,6.75,8.5,,
1039834,8.4,8.5,7.0,,,,,,,N1
1039835,,6.0,,,,,5.25,5.25,7.0,
1039836,,1.75,,,,,4.75,4.25,7.5,
1039838,7.4,,,8.0,5.75,,,,,
1039839,,6.75,,,,,5.5,5.0,,
1039840,,5.5,,,,,7.75,8.25,,
1039841,,6.5,,,,,4.75,6.75,7.75,
1039843,,1.25,,,,,2.25,3.75,4.0,
1039844,7.2,,3.2,5.5,,,,,,N1
1039846,,8.25,,,,,9.0,8.75,,
1039848,3.8,6.0,,,,,4.75,5.5,,
1039849,2.0,5.25,,,,,4.0,4.25,,
1039850,4.4,,4.2,,,,,,,N1
1039851,7.4,6.25,4.2,5.25,,,,,,N1
1039852,,6.75,,,,,6.0,6.5,,
1039853,,5.5,,,,,5.0,3.25,,
1039854,,4.75,,,,,4.25,6.25,6.5,
1039855,2.2,4.0,,2.25,3.25,,,,,
1039856,7.8,,3.8,,,,,,,N1
1039857,,7.25,,,,,5.0,5.25,,
1039858,2.6,7.5,,,,,3.25,5.25,6.5,
1039859,7.4,8.0,6.2,,,,,,,N1
1039860,7.4,7.5,5.6,,,,,,,N1
1039861,2.4,2.0,,,,,3.75,4.75,,
1039862,3.2,3.75,,,,,4.25,3.0,,
1039863,9.2,8.5,7.0,,,,6.75,8.25,9.0,N1
1039864,2.4,4.5,2.4,,,,4.0,5.0,7.5,N1
1039865,8.0,,,3.75,7.75,8.75,,,,
1039866,2.8,7.25,2.2,,,,4.5,7.25,8.25,N1
1039867,,8.0,,,,,7.75,7.75,,
1039868,,6.0,,,,,,,,
1039869,,5.75,,,,,6.25,6.5,,
1039870,7.4,8.75,4.4,,,,6.5,7.75,,N1
1039871,8.6,8.25,7.4,,,,,,,N1
1039872,,2.75,,,,,4.0,3.0,6.0,
1039873,2.0,7.75,4.2,,,,5.25,7.25,8.25,N1
1039874,8.6,9.5,8.2,,,,,,,N1
1039875,5.6,,3.6,3.5,4.25,,,,,N1
1039876,6.8,,4.8,6.0,2.75,1.75,,,,N1
1039877,7.4,9.25,,,,,,,,
1039878,7.4,6.75,7.6,,,,9.25,,,N1
1039879,8.0,8.0,5.6,,,,,,,N1
1039880,8.0,,3.6,,,,,,,N1
1039881,,8.5,,,,,7.5,7.75,9.25,
1039882,7.0,,,,5.5,5.5,,,,
1039883,4.8,,,3.75,3.75,,,,,
1039884,8.0,9.25,3.6,,,,,,,N1
1039885,8.8,,7.0,7.75,,,,,,N1
1039886,8.8,,8.0,7.0,,,,,,N1
1039887,,7.25,,,,,,,,
1039888,7.4,8.75,4.8,,,,,,,N1
1039890,3.4,3.25,,,,,5.25,5.0,7.25,
1039891,6.6,5.0,5.8,,,,4.5,5.0,8.0,N1
1039892,7.0,7.75,6.0,,,,,,,N1
1039894,8.8,7.75,6.8,,,,,,,N1
1039895,8.2,,,7.0,7.5,,,,,
1039896,8.0,7.75,6.0,,,,,,,N1
1039897,7.8,6.25,4.6,6.0,5.25,6.0,,,,N1
1039898,7.0,8.5,4.6,,,,,,,N1
1039899,6.4,7.0,4.8,,,,,,,N1
1039900,7.6,6.75,4.2,,,,,,,N1
1039901,3.0,7.75,4.6,,,,,,,N1
1039903,3.6,,2.8,,,,,,,N1
1039906,8.4,,,7.0,7.75,,,,,
1039907,7.2,7.0,4.2,,,,5.75,7.75,,N1
1039908,,9.0,,,,,,,,
1039909,8.0,7.25,5.2,,,,,,,N1
1039910,8.8,,,8.25,,,,,,
1039911,,7.5,,,,,6.5,8.0,,
1039912,,4.5,,,,,5.25,4.5,,
1039913,,8.0,,,,,5.75,6.75,,
1039914,,,,,,,5.0,4.5,7.25,
1039915,8.2,9.0,7.2,,,,,,,N1
1039917,,,,,,,2.5,2.75,6.0,
1039918,,8.25,,,,,8.25,9.25,,
1039919,6.6,,,2.75,3.0,,,,,
1039920,8.2,,6.8,7.5,,,,,,N1
1039922,8.8,8.25,8.0,,,,,,,N1
1039923,,7.5,,,,,5.0,5.25,,
1039925,,5.25,,,,,4.75,7.25,,
1039926,7.2,,,4.0,4.0,6.0,,,,
1039927,8.0,8.0,6.8,6.75,8.0,5.5,,,,N1
1039928,6.6,5.75,4.0,,,,,,,N1
1039929,7.8,,,6.0,7.25,,,,,
1039930,,6.75,,,,,7.5,8.5,,
1039931,9.0,,5.4,6.5,,,,,,N1
1039934,8.2,8.25,8.4,7.5,,,,,,N1
1039935,6.6,8.0,5.6,,,,,,,N1
1039936,,7.75,,,,,9.25,8.75,9.0,
1039937,6.2,7.75,3.6,,,,,,,N1
1039938,8.4,9.0,,,,,8.25,8.75,,
1039939,4.4,6.25,4.4,,,,3.5,4.75,6.25,N1
1039940,7.6,,,,9.0,9.0,,,,
1039941,8.8,,,,6.5,6.5,,,,
1039942,,7.75,,,,,,,,
1039943,,7.25,,,,,5.75,7.25,,
1039944,,9.0,,,,,9.5,9.5,,
1039945,,,,,,,4.5,5.5,7.75,
1039946,5.6,8.0,5.4,,,,7.25,8.0,7.75,N1
1039947,3.2,4.0,2.6,,,,4.5,4.25,7.25,N1
1039948,8.4,8.25,6.0,9.0,,,,,,N1
1039949,,,,,,,3.75,3.75,7.75,
1039950,,0.75,,,,,3.5,4.5,3.75,
1039951,7.4,8.0,4.0,,,,,,,N1
1039952,4.6,8.0,4.8,,,,,,,N1
1039953,8.2,9.0,8.2,,,,3.5,3.0,1.0,N1
1039955,8.4,8.25,8.8,,,,,,,N1
1039956,7.2,8.75,5.8,,,,,,,N1
1039957,1.6,2.0,,,,,3.0,2.5,,
1039958,,8.75,6.4,,,,,5.25,8.0,N1
1039959,8.4,9.0,,,,,7.75,9.0,,
1039960,7.6,8.25,6.2,,,,,,,N1
1039962,7.0,6.0,3.8,,,,,,,N1
1039963,6.8,,,6.0,6.25,,,,,
1039964,,,,,,,5.25,5.5,8.0,
1039965,6.8,7.5,5.4,,,,,,,N1
1039966,,7.25,,,,,9.5,8.0,,
1039967,5.8,8.75,5.8,,,,3.75,7.5,6.5,N1
1039968,8.0,,,6.25,6.75,,,,,
1039969,,6.0,,,,,7.75,8.75,,
1039970,8.0,,,7.0,6.25,,,,,
1039971,7.2,7.0,5.4,,,,4.25,4.5,7.25,N1
1039972,2.6,1.5,,,,,3.5,5.75,,
1039973,7.8,,6.0,,,,8.75,,,N1
1039974,,8.0,,,,,9.5,9.75,9.5,
1039975,,7.5,,,,,5.75,7.25,,
1039976,4.4,8.25,,,,,5.5,5.75,7.5,
1039978,7.0,8.0,2.6,,,,,,,N1
1039979,8.6,9.25,7.8,,,,,,,N1
1039980,5.8,7.5,,,,,5.75,7.5,9.25,
1039981,8.0,,,7.5,7.0,,,,,
1039982,6.0,8.5,6.2,,,,,,,N1
1039983,8.4,8.75,6.0,,,,8.0,4.75,8.0,N1
1039984,5.6,7.75,,,,,9.25,9.25,,
1039985,8.2,9.0,8.4,,,,,,,N1
1039986,8.2,,5.4,5.0,7.0,6.0,,,,N1
1039987,5.4,7.5,,,,,9.25,9.0,7.25,
1039988,8.4,,,7.5,8.5,,,,,
1039989,,7.0,,,,,10.0,9.25,,
1039990,4.4,7.0,,,,,,,,
1039991,,6.25,,,,,7.75,7.25,,
1039992,,2.5,,,,,4.75,4.25,6.25,
1039993,8.2,4.0,,3.75,2.5,5.0,,,,
1039994,7.8,,,4.75,4.5,,,,,
1039995,9.4,,7.2,7.5,,,,,,N1
1039996,,,,,,,4.5,5.75,8.0,
1039997,,4.5,,,,,5.0,5.0,,
1039998,5.8,8.25,6.4,,,,6.75,8.25,9.0,N1
1039999,,,3.2,,,,,,,N1
1040001,8.0,,,8.5,9.0,3.75,,,,
1040002,8.6,,,8.25,7.25,,,,,
1040003,,6.5,,,,,3.0,6.5,6.0,
1040004,8.6,4.0,7.0,8.5,,,,,,N1
1040005,,3.5,,,,,6.0,7.0,,
1040006,2.6,,,,,,3.25,7.0,6.5,
1040007,,4.75,,,,,0.0,2.25,,
1040008,6.4,6.25,8.2,,,,9.25,5.75,8.0,N1
1040009,,7.25,,,,,5.5,7.75,,
1040010,8.2,,,5.75,6.25,,,,,
1040012,,5.5,,,,,6.25,7.75,,
1040013,7.8,,,6.5,5.0,,,,,
1040015,,8.5,,,,,9.25,9.75,7.5,
1040016,,1.5,,,,,4.75,3.75,6.25,
1040017,,6.0,,,,,7.0,6.75,,
1040018,8.0,,,,6.5,6.25,,,,
1040019,8.0,7.5,,,,,,7.75,,
1040020,,4.0,,,,,4.5,6.0,,
1040021,,6.75,,,,,7.0,8.5,,
1040022,,7.25,6.6,,,,7.0,,,N1
1040023,8.0,8.5,4.2,,,,,,9.0,N1
1040024,8.2,8.5,7.4,,,,,,,N1
1040025,,6.0,,,,,8.75,8.5,,
1040026,9.2,,5.0,6.0,,,,,,N1
1040027,2.8,,,,,,2.75,,5.25,
1040028,5.4,8.0,2.6,,,,7.5,5.75,7.75,N1
1040029,,5.75,,,,,4.0,6.0,,
1040030,,2.75,,,,,3.75,5.0,7.5,
1040031,,6.25,,,,,9.0,9.25,9.25,
1040032,,7.75,,,,,7.0,8.0,,
1040033,8.6,,3.2,8.5,8.25,,,,,N1
1040034,8.2,,8.0,8.0,,,,,,N1
1040035,7.8,,,7.25,7.75,,,,,
1040036,6.4,6.5,6.2,,,,,,,N1
1040037,3.4,7.75,7.0,,,,,,,N1
1040038,8.2,9.25,7.8,,,,,,,N1
1040039,8.0,7.75,7.2,,,,,,,N1
1040040,7.6,8.5,4.0,,,,,9.0,,N1
1040041,,8.75,,,,,8.5,8.5,,
1070616,,4.5,,,,,5.0,7.5,8.25,
1070617,8.6,9.25,9.6,,,,,,,N7
1070618,,7.25,,,,,5.0,5.75,,
1070619,,4.25,,,,,2.25,3.75,,
1070620,,4.75,,,,,4.5,6.5,,
1070622,,6.5,,,,,5.0,5.75,,
1070623,8.4,7.75,7.2,,,,,,,N1
1070624,7.8,8.75,8.6,,,,,,,N1
1070625,,8.75,,,,,9.75,10.0,,
1070628,,6.5,,,,,7.0,8.25,,
1070629,6.6,5.25,4.2,,,,3.25,5.75,7.0,N1
1070630,,8.0,,,,,5.75,8.0,,
1070631,,7.0,,,,,8.5,9.0,,
1070632,,8.5,6.8,,,,9.5,9.25,9.25,N1
1070633,8.2,,7.6,8.0,8.25,7.5,,,,N1
1070634,8.0,,7.6,4.75,4.0,6.0,,,,N1
1070635,7.4,8.0,7.8,,,,9.75,9.75,7.75,N1
1070636,6.8,,,,,,,,,
1070637,7.6,9.0,8.6,,,,,,,N1
1070638,5.2,,,5.0,2.75,,,,,
1070640,7.8,,,7.25,6.25,,,,,
